Source,Title,Price,Rating,Link
Amazon,U.S. Polo Assn.,2400.0,3.6,https://www.amazon.in/U-S-Polo-Assn-Blaze-Walking/dp/B0G1BKT71B/ref=sr_1_13?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-13
Amazon,Campus,1239.0,4.5,https://www.amazon.in/Campus-Jarvis-L-Sky-Running-Shoes/dp/B0FCFZGY4B/ref=sr_1_14?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-14
Amazon,PUMA,1549.0,3.9,https://www.amazon.in/Puma-Dazzler-Black-Puma-Silver-Sneaker/dp/B09RGJCVW6/ref=sr_1_15?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-15
Amazon,Campus,1238.0,4.3,https://www.amazon.in/Campus-Mens-OG-27-WHT-Sneakers/dp/B0DCGHJ1BM/ref=sr_1_16?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-16
Amazon,PUMA,1709.0,4.0,https://www.amazon.in/Puma-Unisex-Adult-Smashic-White-Matte-Sneaker/dp/B0BSLK3YT5/ref=sr_1_17?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-17
Amazon,Campus,1348.0,4.2,https://www.amazon.in/Campus-Men-Brisk-Sneakers-BUTR/dp/B0F18DWB2Q/ref=sr_1_18?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-18
Amazon,JQR,832.0,4.0,https://www.amazon.in/JQR-Sports-Running-Walking-Signature-Full-Wht-G/dp/B0CPWMCF71/ref=sr_1_19?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-19
Amazon,Bacca Bucci,999.0,3.8,https://www.amazon.in/Bacca-Afterburn-Disruptor-Multiple-Sneakers-White/dp/B07S7MTB5G/ref=sr_1_20?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-20
Amazon,U.S. Polo Assn.,2400.0,3.6,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDAxMTAyMDM0MDM4MDMwOjE3NzY0NTk1OTM6c3BfbXRmOjMwMDk0NDI1NDg4MDkzMjo6MDo6&url=%2FU-S-Polo-Assn-Blaze-Walking%2Fdp%2FB0G1BKT71B%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU%26dib_tag%3Dse%26keywords%3Dredtape%2Bshoes%26qid%3D1776459593%26sr%3D8-21-spons%26aref%3DYXYiGbvw7u%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=YXYiGbvw7u&sp_cr=ZAZ
Amazon,Cruiser,999.0,3.9,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDAxMTAyMDM0MDM4MDMwOjE3NzY0NTk1OTM6c3BfbXRmOjMwMDYyMjc5NzgwMDAzMjo6MDo6&url=%2FCruiser-Lightweight-Comfortable-Cushioned-2648%2Fdp%2FB0FFDN7L48%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU%26dib_tag%3Dse%26keywords%3Dredtape%2Bshoes%26qid%3D1776459593%26sr%3D8-22-spons%26aref%3DLx3RTyJTm2%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=Lx3RTyJTm2&sp_cr=ZAZ
Amazon,U.S. Polo Assn.,1659.0,4.4,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDAxMTAyMDM0MDM4MDMwOjE3NzY0NTk1OTM6c3BfbXRmOjMwMDk0NDI1NDg4MDczMjo6MDo6&url=%2FU-S-Polo-Assn-Ryder-Walking%2Fdp%2FB0G1BL17KX%2Fref%3Dsr_1_23_sspa%3Fdib%3DeyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU%26dib_tag%3Dse%26keywords%3Dredtape%2Bshoes%26qid%3D1776459593%26sr%3D8-23-spons%26aref%3D9qh8f93wjb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=9qh8f93wjb&sp_cr=ZAZ
Amazon,Bacca Bucci,1499.0,3.8,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MDAxMTAyMDM0MDM4MDMwOjE3NzY0NTk1OTM6c3BfbXRmOjMwMDcyNjg5NTA1NjMzMjo6MDo6&url=%2FBacca-Everyday-Training-Abrasion-Sockliner%2Fdp%2FB0BSHF2JDQ%2Fref%3Dsr_1_24_sspa%3Fdib%3DeyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU%26dib_tag%3Dse%26keywords%3Dredtape%2Bshoes%26qid%3D1776459593%26sr%3D8-24-spons%26aref%3DsDq0f7paRO%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=sDq0f7paRO&sp_cr=ZAZ
Amazon,Campus,1149.0,4.0,https://www.amazon.in/Campus-Mens-Black-Running-Shoe/dp/B08PSLRZ6L/ref=sr_1_25?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-25
Amazon,Campus,977.0,4.4,https://www.amazon.in/Campus-Mens-Revolt-Sneakers-Off/dp/B0DYXVWTXJ/ref=sr_1_26?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-26
Amazon,Boldfit,1299.0,3.9,https://www.amazon.in/Boldfit-Walking-Daywalk-Cushioned-Lightweight/dp/B0FVSN9HTV/ref=sr_1_27?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-27
Amazon,ASIAN,799.0,3.7,https://www.amazon.in/ASIAN-Sneaker-Cushioned-MEXICO-11-Sneakers/dp/B0D5Y4S8Y1/ref=sr_1_28?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-28
Amazon,SPARX,524.0,4.0,https://www.amazon.in/Sparx-Stylish-Comfortable-Black-Sneaker/dp/B09HCH1C3H/ref=sr_1_29?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-29
Amazon,Campus,967.0,3.7,https://www.amazon.in/Campus-Knick-D-Gry-L-Gry-Sneakers/dp/B0D83BTV6K/ref=sr_1_30?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-30
Amazon,Campus,1298.0,4.4,https://www.amazon.in/Campus-Womens-GRIT-Sneakers-L-Sky/dp/B0F4DMFPF1/ref=sr_1_31?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-31
Amazon,Bata,1339.0,4.1,https://www.amazon.in/Bata-Men-Casual-Derby-Shoes/dp/B09WYD48F1/ref=sr_1_32?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-32
Amazon,Red Tape,509.0,4.0,https://www.amazon.in/Red-Tape-Designer-Comfortable-Adjustable/dp/B0CSWNW2L9/ref=sr_1_33?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-33
Amazon,ASIAN,719.0,3.8,https://www.amazon.in/ASIAN-Mexico-02-Black-Casual-Sneaker/dp/B0D3C6S71D/ref=sr_1_34?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-34
Amazon,Campus,1149.0,4.0,https://www.amazon.in/Campus-First-Running-Shoes-India/dp/B08WPLB93Y/ref=sr_1_35?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-35
Amazon,Campus,899.0,4.2,https://www.amazon.in/Campus-Mens-Weekender-White-Sneakers/dp/B0DFGT3NYQ/ref=sr_1_36?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-36
Amazon,Cruiser,1119.0,4.9,https://www.amazon.in/Cruiser-Sneakers-Cushioned-Comfortable-Footwear/dp/B0GDFJTMBZ/ref=sr_1_37?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-37
Amazon,ATHCO,899.0,4.4,https://www.amazon.in/ATHCO-Womens-Running-Shoes_06-ATHST-79/dp/B0G38RCPQ1/ref=sr_1_38?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-38
Amazon,ATHCO,699.0,3.9,https://www.amazon.in/ATHCO-Akron-Running-Shoes_9-ATHST-15/dp/B0CMJGMFPL/ref=sr_1_39?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-39
Amazon,Boldfit,1099.0,4.1,https://www.amazon.in/Boldfit-Sneakers-Lightweight-Comfortable-Whitegreen/dp/B0F94BP8BX/ref=sr_1_40?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-40
Amazon,Bacca Bucci,1199.0,3.6,https://www.amazon.in/Bacca-Ultraforce-Athletic-Inspired-Sneakers-Men-Grey/dp/B07QB3955K/ref=sr_1_41?dib=eyJ2IjoiMSJ9.euEXOKJ7yzuaqjQEjAf9THMeT4EfREJq-gd4IroMKcTwj6ZG84wD7yStFd6ixK2-bhwCnXMnWX93Yjz3toNUrwiYbEit4CZ77yGYiFA7ywiq64WTMoedPnpFGk39LuwbsW_6kYQJdmw3659iD_VwUeqo707rPaBH4FU5W-gugvaeQWjHWSJKl92M0yP9ARuTLXeVR7UnINQEbiK2MayC4PaaMpVA3cHdFHBsQqGbm-J21w7F61OePhEDa6oX9d7LnYtHVUyfBBu_b5Dd39-rluG00km118gSuMUcz52xbSA.fC8FRgoc_K7eId-YzpiwMroIJIJ5uWwXv9v96yt6lTU&dib_tag=se&keywords=redtape+shoes&qid=1776459593&sr=8-41
